CÔNG TY CỔ PHẦN DILIGO,,,,,,,,,,,,,,,,,,,,,,,
ĐT: (+84) 24 3795 5333 / 336,,,,,,,,,,,,,,,,,,,,,,,
"Đ/c: Tầng 2, Toà nhà N03T5, Khu Đoàn ngoại giao, Phường Xuân Tảo, Quận Bắc Từ Liêm, Thành phố Hà Nội, Việt Nam",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BÁO CÁO NHẬP XUẤT TỒN,,,,,,,,,,,,,,,,,,,,,,,
Từ ngày : 01/09/2025         đến ngày : 30/09/2025,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
STT,Mã kho,Tên kho,Mã hàng,Tên hàng,ĐVT,Tồn đầu kỳ,,,,Nhập trong kỳ,,,,,Xuất trong kỳ,,,,,Tồn cuối kỳ,,,
,,,,,,Số lượng,SL chẵn,SL lẻ,Giá trị,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị nhập,Số lượng,SL chẵn,SL lẻ,Giá trị,Giá trị bán,Số lượng,SL chẵn,SL lẻ,Giá trị
147.15,Đức Hùng,NPP Đức Hùng - Đô Lương,411000005,Bàn chải Lipzo Ruby sensi,Cái,168,0,168,"3,204,432",0,0,0,0,0,0,0,0,0,0,168,0,168,"3,204,432"
147.16,Đức Hùng,NPP Đức Hùng - Đô Lương,411000007,Bàn chải Lipzo Wow 3 màu khay,Cái,504,0,504,"6,346,872",0,0,0,0,0,0,0,0,0,0,504,0,504,"6,346,872"
147.17,Đức Hùng,NPP Đức Hùng - Đô Lương,411000019,Bàn chải Lipzo Crystal Kids,Cái,480,0,480,"8,088,960",0,0,0,0,0,0,0,0,0,0,480,0,480,"8,088,960"
147.18,Đức Hùng,NPP Đức Hùng - Đô Lương,411000020,Bàn chải Lipzo Kids S1,Cái,144,0,144,"4,586,688",0,0,0,0,0,0,0,0,0,0,144,0,144,"4,586,688"
147.19,Đức Hùng,NPP Đức Hùng - Đô Lương,411000021,Bàn chải Lipzo Kids S2,Cái,"1,296",0,"1,296","19,200,240",0,0,0,0,0,0,0,0,0,0,"1,296",0,"1,296","19,200,240"
147.20,Đức Hùng,NPP Đức Hùng - Đô Lương,411000065,Bàn chải Maxcare,Cái,672,0,672,"11,179,392",0,0,0,0,0,0,0,0,0,0,672,0,672,"11,179,392"
147.21,Đức Hùng,NPP Đức Hùng - Đô Lương,411000066,Bàn chải Maxcare X,Cái,120,0,120,"2,334,600",0,0,0,0,0,0,0,0,0,0,120,0,120,"2,334,600"
147.22,Đức Hùng,NPP Đức Hùng - Đô Lương,411000078,Bàn chải Lipzo áo dài,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.23,Đức Hùng,NPP Đức Hùng - Đô Lương,411000102,Bàn chải Lipzo Kids S3,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.24,Đức Hùng,NPP Đức Hùng - Đô Lương,411000105,Bàn chải cao cấp Procare,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.25,Đức Hùng,NPP Đức Hùng - Đô Lương,411000106,Bàn chải cao cấp Sensitive,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.26,Đức Hùng,NPP Đức Hùng - Đô Lương,411000108,Bàn chải cao cấp Orthor,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.27,Đức Hùng,NPP Đức Hùng - Đô Lương,411000109,Bàn chải cao cấp Adam,Cái,24,0,24,"855,552",0,0,0,0,0,0,0,0,0,0,24,0,24,"855,552"
147.28,Đức Hùng,NPP Đức Hùng - Đô Lương,411000153,Bàn chải cao cấp Pro,Cái,240,0,240,"7,333,200",0,0,0,0,0,0,0,0,0,0,240,0,240,"7,333,200"
147.29,Đức Hùng,NPP Đức Hùng - Đô Lương,411000155,Bàn chải cao cấp Man X,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.30,Đức Hùng,NPP Đức Hùng - Đô Lương,411000156,Bàn chải cao cấp Ruby Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.31,Đức Hùng,NPP Đức Hùng - Đô Lương,411000157,Bàn chải cao cấp Áo dài Pro,Cái,240,0,240,"7,888,800",0,0,0,0,0,0,0,0,0,0,240,0,240,"7,888,800"
147.32,Đức Hùng,NPP Đức Hùng - Đô Lương,411100001,Kem đánh răng Shiny Clean 185g,Typ,72,0,72,"2,268,000",0,0,0,0,0,0,0,0,0,0,72,0,72,"2,268,000"
147.33,Đức Hùng,NPP Đức Hùng - Đô Lương,411100004,Kem đánh răng Gum protect 185g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.34,Đức Hùng,NPP Đức Hùng - Đô Lương,411100014,Kem đánh răng trẻ em vị chuối 75g,Typ,240,0,240,"7,854,480",0,0,0,0,0,0,0,0,0,0,240,0,240,"7,854,480"
147.35,Đức Hùng,NPP Đức Hùng - Đô Lương,411100016,Kem đánh răng Lipzo Kids Dâu 75g,Hộp,240,0,240,"7,920,000",0,0,0,0,0,0,0,0,0,0,240,0,240,"7,920,000"
147.36,Đức Hùng,NPP Đức Hùng - Đô Lương,411100021,Kem đánh răng dược liệu 110g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.37,Đức Hùng,NPP Đức Hùng - Đô Lương,419800438,Mua kem đánh răng 12H rạng ngời 185g tặng bàn chải Lipzo Maxcare,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.38,Đức Hùng,NPP Đức Hùng - Đô Lương,419800439,Mua kem đánh răng 3 tác dụng  190 g tặng bàn chải Lipzo Maxcare,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.39,Đức Hùng,NPP Đức Hùng - Đô Lương,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.40,Đức Hùng,NPP Đức Hùng - Đô Lương,419800441,Bộ KĐR 3 tác dụng 190g + Bàn chải Crystal Love for Girl-KM,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.41,Đức Hùng,NPP Đức Hùng - Đô Lương,421000004,Khăn mặt WS1,Cái,132,0,132,"2,346,696",0,0,0,0,0,0,0,0,0,0,132,0,132,"2,346,696"
147.42,Đức Hùng,NPP Đức Hùng - Đô Lương,421000006,Khăn mặt WP1,Cái,144,0,144,"4,186,656",0,0,0,0,0,0,0,0,0,0,144,0,144,"4,186,656"
147.43,Đức Hùng,NPP Đức Hùng - Đô Lương,421000007,Khăn mặt WP2,Cái,24,0,24,"764,448",0,0,0,0,0,0,0,0,0,0,24,0,24,"764,448"
147.44,Đức Hùng,NPP Đức Hùng - Đô Lương,421000031,Khăn tắm Bông nở BL2,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.45,Đức Hùng,NPP Đức Hùng - Đô Lương,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147.46,Đức Hùng,NPP Đức Hùng - Đô Lương,421200006,Khăn ướt Niva 100 tờ,Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tổng cộng:,,,,,,"7,476",0,"7,476","115,971,816",0,0,0,0,0,0,0,0,0,0,"7,476",0,"7,476","115,971,816"
148.1,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,48,0,48,"213,840",0,0,0,0,0,0,0,0,0,0,48,0,48,"213,840"
148.2,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,288,0,288,"1,866,528",0,0,0,0,0,0,0,0,0,0,288,0,288,"1,866,528"
148.3,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.4,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,152,0,152,"2,814,888",0,0,0,0,0,0,0,0,0,0,152,0,152,"2,814,888"
148.5,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,16,0,16,"237,040",0,0,0,0,0,0,0,0,0,0,16,0,16,"237,040"
148.6,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.7,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,6,0,6,"151,668",0,0,0,0,0,0,0,0,0,0,6,0,6,"151,668"
148.8,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,24,0,24,"655,560",0,0,0,0,0,0,0,0,0,0,24,0,24,"655,560"
148.9,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000059,Hũ xoay người lớn 200 que gỗ WO1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.10,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401000060,Hũ xoay trẻ em 220 que giấy đầu hồ lô WB1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.11,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.12,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.13,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000001,Bàn chải Lipzo Pro for Man,Cái,704,0,704,"16,296,192",0,0,0,0,0,0,0,0,0,0,704,0,704,"16,296,192"
148.14,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,39,0,39,"631,956",0,0,0,0,0,0,0,0,0,0,39,0,39,"631,956"
148.15,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000005,Bàn chải Lipzo Ruby sensi,Cái,96,0,96,"1,831,104",0,0,0,0,0,0,0,0,0,0,96,0,96,"1,831,104"
148.16,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000007,Bàn chải Lipzo Wow 3 màu khay,Cái,368,0,368,"4,634,224",0,0,0,0,0,0,0,0,0,0,368,0,368,"4,634,224"
148.17,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000019,Bàn chải Lipzo Crystal Kids,Cái,120,0,120,"2,022,240",0,0,0,0,0,0,0,0,0,0,120,0,120,"2,022,240"
148.18,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000020,Bàn chải Lipzo Kids S1,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.19,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000021,Bàn chải Lipzo Kids S2,Cái,600,0,600,"8,889,000",0,0,0,0,0,0,0,0,0,0,600,0,600,"8,889,000"
148.20,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000065,Bàn chải Maxcare,Cái,521,0,521,"8,667,356",0,0,0,0,0,0,0,0,0,0,521,0,521,"8,667,356"
148.21,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000066,Bàn chải Maxcare X,Cái,144,0,144,"2,801,520",0,0,0,0,0,0,0,0,0,0,144,0,144,"2,801,520"
148.22,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000078,Bàn chải Lipzo áo dài,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.23,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000102,Bàn chải Lipzo Kids S3,Cái,39,0,39,"1,108,614",0,0,0,0,0,0,0,0,0,0,39,0,39,"1,108,614"
148.24,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000105,Bàn chải cao cấp Procare,Cái,192,0,192,"7,466,496",0,0,0,0,0,0,0,0,0,0,192,0,192,"7,466,496"
148.25,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000106,Bàn chải cao cấp Sensitive,Cái,192,0,192,"6,844,416",0,0,0,0,0,0,0,0,0,0,192,0,192,"6,844,416"
148.26,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000108,Bàn chải cao cấp Orthor,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.27,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000109,Bàn chải cao cấp Adam,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.28,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000153,Bàn chải cao cấp Pro,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.29,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000155,Bàn chải cao cấp Man X,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.30,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000156,Bàn chải cao cấp Ruby Pro,Cái,384,0,384,"11,733,120",0,0,0,0,0,0,0,0,0,0,384,0,384,"11,733,120"
148.31,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411000157,Bàn chải cao cấp Áo dài Pro,Cái,288,0,288,"9,466,560",0,0,0,0,0,0,0,0,0,0,288,0,288,"9,466,560"
148.32,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411100001,Kem đánh răng Shiny Clean 185g,Typ,10,0,10,"315,000",0,0,0,0,0,0,0,0,0,0,10,0,10,"315,000"
148.33,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,411100021,Kem đánh răng dược liệu 110g,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.34,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,419800438,Mua kem đánh răng 12H rạng ngời 185g tặng bàn chải Lipzo Maxcare,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.35,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,419800439,Mua kem đánh răng 3 tác dụng  190 g tặng bàn chải Lipzo Maxcare,Typ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.36,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,419800440,Bộ KĐR 12H rạng ngời 185g + Bàn chải Crystal Love for Girl-KM,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.37,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,419800441,Bộ KĐR 3 tác dụng 190g + Bàn chải Crystal Love for Girl-KM,Bộ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.38,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,421000004,Khăn mặt WS1,Cái,72,0,72,"1,280,016",0,0,0,0,0,0,0,0,0,0,72,0,72,"1,280,016"
148.39,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,421000006,Khăn mặt WP1,Cái,48,0,48,"1,395,552",0,0,0,0,0,0,0,0,0,0,48,0,48,"1,395,552"
148.40,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,421000007,Khăn mặt WP2,Cái,24,0,24,"764,448",0,0,0,0,0,0,0,0,0,0,24,0,24,"764,448"
148.41,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,421000031,Khăn tắm Bông nở BL2,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.42,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,421200001,Khăn ướt Niva 80 tờ (150mm*200mm*45gms),Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148.43,Đức Hùng KM,NPP Đức Hùng - Đô Lương KM,421200006,Khăn ướt Niva 100 tờ,Gói,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tổng cộng:,,,,,,"4,375",0,"4,375","92,087,338",0,0,0,0,0,0,0,0,0,0,"4,375",0,"4,375","92,087,338"
149.1,test case,test case,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,"9,999",0,"9,999","44,545,545",0,0,0,0,0,0,0,0,0,0,"9,999",0,"9,999","44,545,545"
149.2,test case,test case,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,"9,759",0,"9,759","63,248,079",0,0,0,0,0,0,0,0,0,0,"9,759",0,"9,759","63,248,079"
149.3,test case,test case,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,"9,759",0,"9,759","108,237,069",0,0,0,0,0,0,0,0,0,0,"9,759",0,"9,759","108,237,069"
149.4,test case,test case,401000004,Hũ xoay người lớn 100 que nhựa AH1,Hũ,"9,932",0,"9,932","120,479,199",0,0,0,0,0,0,0,0,0,0,"9,932",0,"9,932","120,479,199"
149.5,test case,test case,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,"9,999",0,"9,999","185,171,481",0,0,0,0,0,0,0,0,0,0,"9,999",0,"9,999","185,171,481"
149.6,test case,test case,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,"9,999",0,"9,999","148,135,185",0,0,0,0,0,0,0,0,0,0,"9,999",0,"9,999","148,135,185"
149.7,test case,test case,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,280,0,280,"8,909,040",0,0,0,0,0,0,0,0,0,0,280,0,280,"8,909,040"
149.8,test case,test case,411000005,Bàn chải Lipzo Ruby sensi,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149.9,test case,test case,411000105,Bàn chải cao cấp Procare,Cái,"99,999",0,"99,999","3,888,761,112",0,0,0,0,0,0,0,0,0,0,"99,999",0,"99,999","3,888,761,112"
149.10,test case,test case,411000106,Bàn chải cao cấp Sensitive,Cái,"99,999",0,"99,999","3,564,764,352",0,0,0,0,0,0,0,0,0,0,"99,999",0,"99,999","3,564,764,352"
149.11,test case,test case,411000152,Bàn chải cao cấp Wow Pro,Cái,"19,998",0,"19,998","657,334,260",0,0,0,0,0,0,0,0,0,0,"19,998",0,"19,998","657,334,260"
149.12,test case,test case,411000153,Bàn chải cao cấp Pro,Cái,"9,999",0,"9,999","305,519,445",0,0,0,0,0,0,0,0,0,0,"9,999",0,"9,999","305,519,445"
149.13,test case,test case,411000154,Bàn chải cao cấp Max X,Cái,"9,999",0,"9,999","328,667,130",0,0,0,0,0,0,0,0,0,0,"9,999",0,"9,999","328,667,130"
149.14,test case,test case,411000155,Bàn chải cao cấp Man X,Cái,"9,999",0,"9,999","328,667,130",0,0,0,0,0,0,0,0,0,0,"9,999",0,"9,999","328,667,130"
149.15,test case,test case,411000156,Bàn chải cao cấp Ruby Pro,Cái,"9,999",0,"9,999","305,519,445",0,0,0,0,0,0,0,0,0,0,"9,999",0,"9,999","305,519,445"
149.16,test case,test case,411000157,Bàn chải cao cấp Áo dài Pro,Cái,"19,998",0,"19,998","657,334,260",0,0,0,0,0,0,0,0,0,0,"19,998",0,"19,998","657,334,260"
Tổng cộng:,,,,,,"339,717",0,"339,717","10,715,292,732",0,0,0,0,0,0,0,0,0,0,"339,717",0,"339,717","10,715,292,732"
Tổng cộng:,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.1,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000001,Túi zipper người lớn 60 que nhựa AZ1,Túi,1,0,1,"4,455",0,0,0,0,0,0,0,0,0,0,1,0,1,"4,455"
151.2,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000002,Túi zipper người lớn 100 que nhựa AZ2,Túi,2,0,2,"12,962",0,0,0,0,0,0,0,0,0,0,2,0,2,"12,962"
151.3,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000003,Túi zipper người lớn 200 que nhựa AZ3,Túi,2,0,2,"22,182",0,0,0,0,0,0,0,0,0,0,2,0,2,"22,182"
151.4,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000004,Hũ xoay người lớn 100 que nhựa AH1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.5,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000005,Hũ xoay người lớn 200 que nhựa AH2,Hũ,546,0,546,"10,111,374",0,0,0,0,0,0,0,0,0,0,546,0,546,"10,111,374"
151.6,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000006,Hũ xoay trẻ em 150 que nhựa BH1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.7,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000007,Hũ xoay người lớn 100 que giấy AJ1,Hũ,11,0,11,"155,837",0,0,0,0,0,0,0,0,0,0,11,0,11,"155,837"
151.8,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000008,Hũ xoay người lớn 200 que giấy AJ2,Hũ,124,0,124,"3,134,472",0,0,0,0,0,0,0,0,0,0,124,0,124,"3,134,472"
151.9,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000025,Túi zipper người lớn 100 que giấy AZP2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.10,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000026,Túi zipper người lớn 200 que giấy AZP3,Túi,120,0,120,"2,499,960",0,0,0,0,0,0,0,0,0,0,120,0,120,"2,499,960"
151.11,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000031,Túi zipper trẻ em 200 que giấy BZP1,Túi,122,0,122,"2,767,570",0,0,0,0,0,0,0,0,0,0,122,0,122,"2,767,570"
151.12,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000034,Hũ xoay trẻ em 200 que giấy BHP1,Hũ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.13,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401000059,Hũ xoay người lớn 200 que gỗ WO1,Hũ,480,0,480,"10,577,760",0,0,0,0,0,0,0,0,0,0,480,0,480,"10,577,760"
151.14,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401200002,Bông viên YC2,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.15,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401300008,Bông tẩy trang CZ2 khuyến mãi 30%,Túi,53,0,53,"1,686,354",0,0,0,0,0,0,0,0,0,0,53,0,53,"1,686,354"
151.16,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401300011,Bông tẩy trang tròn 120 miếng CT3,Túi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.17,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401300012,Bông tẩy trang tròn 180 miếng CT4,Túi,18,0,18,"633,330",0,0,0,0,0,0,0,0,0,0,18,0,18,"633,330"
151.18,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,401400001,Bông tẩm cồn 100pcs,Hộp,18,0,18,"312,498",0,0,0,0,0,0,0,0,0,0,18,0,18,"312,498"
151.19,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000001,Bàn chải Lipzo Pro for Man,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.20,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000002,Bàn chải Lipzo Crystal Love for Man,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.21,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000003,Bàn chải Lipzo Crystal Love for Girl,Cái,2,0,2,"32,408",0,0,0,0,0,0,0,0,0,0,2,0,2,"32,408"
151.22,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000005,Bàn chải Lipzo Ruby sensi,Cái,"1,200",0,"1,200","22,888,800",0,0,0,0,0,0,0,0,0,0,"1,200",0,"1,200","22,888,800"
151.23,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000007,Bàn chải Lipzo Wow 3 màu khay,Cái,24,0,24,"302,232",0,0,0,0,0,0,0,0,0,0,24,0,24,"302,232"
151.24,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000012,Bàn chải Lipzo Flex khay,Cái,"4,006",0,"4,006","34,231,270",0,0,0,0,0,0,0,0,0,0,"4,006",0,"4,006","34,231,270"
151.25,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000014,Bàn chải Lipzo GPro,Cái,51,0,51,"1,567,791",0,0,0,0,0,0,0,0,0,0,51,0,51,"1,567,791"
151.26,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000015,Bàn chải Lipzo Ruby Charcoal,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.27,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000017,Bàn chải Lipzo WOW Gold,Cái,2,0,2,"45,370",0,0,0,0,0,0,0,0,0,0,2,0,2,"45,370"
151.28,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000018,Bàn chải Lipzo WOW Charcoal,Cái,48,0,48,"1,088,880",0,0,0,0,0,0,0,0,0,0,48,0,48,"1,088,880"
151.29,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000019,Bàn chải Lipzo Crystal Kids,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.30,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000020,Bàn chải Lipzo Kids S1,Cái,120,0,120,"3,822,240",0,0,0,0,0,0,0,0,0,0,120,0,120,"3,822,240"
151.31,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000021,Bàn chải Lipzo Kids S2,Cái,"2,539",0,"2,539","37,615,285",0,0,0,0,0,0,0,0,0,0,"2,539",0,"2,539","37,615,285"
151.32,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000065,Bàn chải Maxcare,Cái,"1,072",0,"1,072","17,833,792",0,0,0,0,0,0,0,0,0,0,"1,072",0,"1,072","17,833,792"
151.33,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000066,Bàn chải Maxcare X,Cái,48,0,48,"933,840",0,0,0,0,0,0,0,0,0,0,48,0,48,"933,840"
151.34,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000078,Bàn chải Lipzo áo dài,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.35,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000102,Bàn chải Lipzo Kids S3,Cái,134,0,134,"3,809,084",0,0,0,0,0,0,0,0,0,0,134,0,134,"3,809,084"
151.36,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000105,Bàn chải cao cấp Procare,Cái,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151.37,Thanh Xuân Từ Liêm,Thanh Xuân Từ Liêm,411000106,Bàn chải cao cấp Sensitive,Cái,588,0,588,"20,961,024",0,0,0,0,0,0,0,0,0,0,588,0,588,"20,961,024"
